IdCliente,Nombre,Apellido,Correo,Telefono,Ciudad,Estado,Pais,Activo,FechaRegistro
193,  laura  ,Martínez,laura.martinez193@ventas.net,7228912906,León,Guanajuato,México,1,16/09/2021
260,fernando,O'Connor,fernando.oconnor260@correo.mx,7222008682,Querétaro,Querétaro,México,1,05/06/2025
336,MÓNICA,Hernández,monica.hernandez336@example.org,7228294209,Puebla,Puebla,México,1,01/01/2022
386,Ángel,Muñoz,angel.munoz386@empresa.com,7226410085,Toluca,Estado de México,México,1,26/02/2024
404,Carlos,Ramírez,carlos.ramirez404@ventas.net,7224011164,Guadalajara,Jalisco,México,1,16/10/2022
677,  IÑAKI  ,Núñez,inaki.nunez677@ventas.net,7226147132,Guadalajara,Jalisco,México,1,26/05/2021
835,Sofía,Ramírez,sofia.ramirez835@example.org,7229189950,Tijuana,Baja California,México,1,25/09/2024
471,Sofía,Pérez,sofia.perez471@correo.mx,7222611896,Guadalajara,Jalisco,México,1,23/07/2024
848,Luis,Pérez,luis.perez848@empresa.com,7221221962,Tijuana,Baja California,México,1,25/03/2025
795,Lucía,DÍAZ,lucia.diaz795@empresa.com,7229032177,Metepec,Estado de México,México,1,21/06/2021
305,ramón,López,ramon.lopez305@ventas.net,7229167247,CDMX,Ciudad de México,México,1,28/03/2025
219,Jorge,Hernández,jorge.hernandez219@correo.mx,7225008362,Guadalajara,Jalisco,México,1,05/04/2022
655,Iñaki,Sánchez,inaki.sanchez655@empresa.com,7228942806,Mérida,Yucatán,México,1,03/06/2022
526,Carlos,O'Connor,carlos.oconnor526@ventas.net,7226282719,Guadalajara,Jalisco,México,1,13/08/2025
46,fernando,Núñez,,7227369436,Puebla,Puebla,México,0,26/03/2023
240,MÓNICA,Torres,monica.torres240@ventas.net,7228597647,Puebla,Puebla,México,1,17/11/2022
593,Jorge,castillo,jorge.castillo593@ventas.net,7225495096,Puebla,Puebla,México,1,14/12/2023
276,Luis,  Vargas  ,luis.vargas276@empresa.com,7229866861,León,Guanajuato,México,1,09/04/2026
505,Renée,Torres,renee.torres505@empresa.com,7226304758,Querétaro,Querétaro,México,1,02/01/2023
282,  laura  ,DÍAZ,laura.diaz282@ventas.net,7227532001,CDMX,Ciudad de México,México,1,27/04/2026
882,DANIELA,Hernández,daniela.hernandez882@example.org,7228217696,Toluca,Estado de México,México,1,23/03/2026
805,ramón,castillo,ramon.castillo805@ventas.net,7225436221,Toluca,Estado de México,México,1,31/10/2021
764,MÓNICA,Torres,monica.torres764@example.org,7228437775,Monterrey,Nuevo León,México,1,26/06/2025
698,fernando,Torres,fernando.torres698@empresa.com,7223139030,León,Guanajuato,México,1,14/12/2022
348,  laura  ,DÍAZ,laura.diaz348@ventas.net,7223635446,Metepec,Estado de México,México,1,26/05/2025
866,Sofía,Martínez,sofia.martinez866@correo.mx,7225864651,Monterrey,Nuevo León,México,1,30/06/2023
212,Sofía,García,sofia.garcia212@ventas.net,7229944634,Toluca,Estado de México,México,1,01/07/2025
785,Renée,castillo,renee.castillo785@ventas.net,7223484731,León,Guanajuato,México,1,30/01/2022
179,DANIELA,Núñez,daniela.nunez179@correo.mx,7224877454,Toluca,Estado de México,México,1,04/09/2025
383,Zoë,DÍAZ,zoe.diaz383@example.org,7222500254,Tijuana,Baja California,México,1,23/03/2026
455,  LUCÍA  ,castillo,lucia.castillo455@example.org,7221943325,Guadalajara,Jalisco,México,1,23/04/2024
231,Ana,García,ana.garcia231@empresa.com,7229569774,Mérida,Yucatán,México,1,22/01/2021
107,Valeria,Núñez,valeria.nunez107@ventas.net,7221504752,Querétaro,Querétaro,México,1,25/07/2025
79,Ana,García,,7224773101,Metepec,Estado de México,México,1,04/05/2025
440,Miguel,Torres,miguel.torres440@example.org,7228705902,Puebla,Puebla,México,1,08/05/2026
181,Sofía,López,sofia.lopez181@empresa.com,7229249992,Querétaro,Querétaro,México,1,01/03/2024
729,Luis,Núñez,luis.nunez729@example.org,7228457573,Querétaro,Querétaro,México,1,24/03/2021
870,Renée,Torres,renee.torres870@example.org,7224926060,Mérida,Yucatán,México,1,02/06/2022
304,MÓNICA,Hernández,monica.hernandez304@correo.mx,7228657049,CDMX,Ciudad de México,México,1,22/02/2025
245,Zoë,castillo,zoe.castillo245@empresa.com,7221525217,Mérida,Yucatán,México,1,23/09/2023
337,  laura  ,López,laura.lopez337@ventas.net,7227061449,Toluca,Estado de México,México,1,26/02/2026
322,ramón,DÍAZ,ramon.diaz322@correo.mx,7229754503,Tijuana,Baja California,México,1,18/04/2026
494,José,Núñez,jose.nunez494@example.org,7226907967,Puebla,Puebla,México,1,24/08/2021
739,Zoë,DÍAZ,zoe.diaz739@example.org,7229222641,Monterrey,Nuevo León,México,1,17/03/2022
167,Zoë,Torres,zoe.torres167@correo.mx,7229425625,CDMX,Ciudad de México,México,1,30/01/2024
762,Zoë,Muñoz,zoe.munoz762@empresa.com,7221328777,Monterrey,Nuevo León,México,1,03/01/2026
624,Valeria,Muñoz,valeria.munoz624@correo.mx,7223753759,Puebla,Puebla,México,1,09/06/2025
7,Zoë,  Vargas  ,,7227719618,Toluca,Estado de México,México,0,20/11/2022
180,ramón,Pérez,ramon.perez180@correo.mx,7228242240,Querétaro,Querétaro,México,1,09/01/2022
862,Ángel,Pérez,angel.perez862@empresa.com,7226903352,Puebla,Puebla,México,1,24/03/2021
714,DANIELA,Hernández,daniela.hernandez714@example.org,7229387265,Toluca,Estado de México,México,1,12/08/2025
204,ramón,Núñez,ramon.nunez204@example.org,7227662944,Guadalajara,Jalisco,México,1,23/11/2021
442,Zoë,Martínez,zoe.martinez442@empresa.com,7222425372,Monterrey,Nuevo León,México,1,24/08/2025
519,Óscar,Torres,oscar.torres519@correo.mx,7226919909,Guadalajara,Jalisco,México,1,16/03/2023
497,Jorge,Muñoz,jorge.munoz497@ventas.net,7224483557,Guadalajara,Jalisco,México,1,13/06/2023
237,Carlos,López,carlos.lopez237@empresa.com,7222726787,Puebla,Puebla,México,1,28/05/2026
772,DANIELA,Pérez,daniela.perez772@empresa.com,7223716503,Monterrey,Nuevo León,México,1,14/02/2024
407,Miguel,Hernández,miguel.hernandez407@empresa.com,7223092502,Mérida,Yucatán,México,1,12/12/2021
758,DANIELA,Hernández,daniela.hernandez758@empresa.com,7224814187,León,Guanajuato,México,1,30/09/2021
643,José,castillo,jose.castillo643@correo.mx,7221211204,CDMX,Ciudad de México,México,1,08/07/2025
473,María,castillo,maria.castillo473@ventas.net,7222494462,Puebla,Puebla,México,1,10/04/2025
687,Miguel,Torres,miguel.torres687@correo.mx,7223708595,Querétaro,Querétaro,México,1,05/06/2023
667,Óscar,DÍAZ,oscar.diaz667@ventas.net,7221109722,Tijuana,Baja California,México,1,20/05/2023
595,DANIELA,Pérez,daniela.perez595@ventas.net,7227058138,Mérida,Yucatán,México,1,27/09/2024
136,Ana,De la Cruz,ana.delacruz136@example.org,7221016727,Tijuana,Baja California,México,1,23/05/2023
443,José,castillo,jose.castillo443@ventas.net,7221723454,León,Guanajuato,México,1,11/10/2025
316,Renée,Martínez,renee.martinez316@ventas.net,7226806449,Tijuana,Baja California,México,1,09/06/2025
137,José,Hernández,jose.hernandez137@ventas.net,7229628773,Monterrey,Nuevo León,México,1,24/11/2021
654,Sofía,López,sofia.lopez654@ventas.net,7229740708,León,Guanajuato,México,1,27/02/2023
283,Renée,Muñoz,renee.munoz283@correo.mx,7228243861,Monterrey,Nuevo León,México,1,22/11/2024
525,DANIELA,Martínez,daniela.martinez525@ventas.net,7226146538,Toluca,Estado de México,México,1,19/02/2024
591,ramón,  Vargas  ,ramon.vargas591@ventas.net,7224648226,Monterrey,Nuevo León,México,1,12/01/2025
154,María,O'Connor,maria.oconnor154@example.org,7228979051,Puebla,Puebla,México,1,09/06/2024
582,MÓNICA,Muñoz,monica.munoz582@example.org,7227688716,Guadalajara,Jalisco,México,1,11/04/2022
104,Zoë,García,zoe.garcia104@empresa.com,7223277647,Toluca,Estado de México,México,1,13/02/2022
30,Sofía,Ramírez,,7221249855,Mérida,Yucatán,México,0,19/03/2022
476,Ángel,Torres,angel.torres476@example.org,7229062038,Guadalajara,Jalisco,México,1,02/12/2022
814,Iñaki,O'Connor,inaki.oconnor814@empresa.com,7223114401,Querétaro,Querétaro,México,1,23/02/2021
800,  SOFÍA  ,López,sofia.lopez800@example.org,7223425345,Monterrey,Nuevo León,México,1,14/03/2024
430,Miguel,castillo,miguel.castillo430@correo.mx,7229952944,León,Guanajuato,México,1,21/04/2025
657,Zoë,De la Cruz,zoe.delacruz657@empresa.com,7223928097,Tijuana,Baja California,México,1,16/10/2021
133,Miguel,Sánchez,miguel.sanchez133@correo.mx,7226761898,Toluca,Estado de México,México,1,20/10/2021
105,Luis,Martínez,luis.martinez105@ventas.net,7223262552,Tijuana,Baja California,México,1,15/10/2023
185,Jorge,De la Cruz,jorge.delacruz185@correo.mx,7223992601,León,Guanajuato,México,1,13/05/2021
389,Luis,  Vargas  ,luis.vargas389@empresa.com,7223512681,Metepec,Estado de México,México,1,16/10/2022
559,Carlos,Hernández,carlos.hernandez559@ventas.net,7221934762,Toluca,Estado de México,México,1,25/04/2026
842,Zoë,López,zoe.lopez842@ventas.net,7227570154,Metepec,Estado de México,México,1,28/08/2025
767,Jorge,García,jorge.garcia767@example.org,7224830640,Tijuana,Baja California,México,1,13/11/2022
177,Ángel,López,angel.lopez177@example.org,7227585586,Tijuana,Baja California,México,1,20/03/2024
403,fernando,López,fernando.lopez403@ventas.net,7227856369,León,Guanajuato,México,1,09/02/2023
778,Lucía,DÍAZ,lucia.diaz778@ventas.net,7221362212,Tijuana,Baja California,México,1,19/06/2024
565,Iñaki,Núñez,inaki.nunez565@example.org,7226569176,Metepec,Estado de México,México,1,22/02/2021
791,Ángel,López,angel.lopez791@empresa.com,7228104590,León,Guanajuato,México,1,17/10/2025
495,Renée,Martínez,renee.martinez495@correo.mx,7229828625,Guadalajara,Jalisco,México,1,09/10/2022
292,Jorge,O'Connor,jorge.oconnor292@empresa.com,7227204536,Puebla,Puebla,México,1,13/05/2024
617,Valeria,Torres,valeria.torres617@ventas.net,7227698855,Puebla,Puebla,México,1,17/03/2025
715,MÓNICA,castillo,monica.castillo715@empresa.com,7227374486,Metepec,Estado de México,México,1,10/06/2023
686,  laura  ,De la Cruz,laura.delacruz686@ventas.net,7228478408,Tijuana,Baja California,México,1,16/09/2024
498,Carlos,Torres,carlos.torres498@empresa.com,7228621915,Monterrey,Nuevo León,México,1,06/09/2025
4,Valeria,García,,7225149877,Guadalajara,Jalisco,México,0,30/07/2025
262,ramón,Ramírez,ramon.ramirez262@correo.mx,7224437641,Mérida,Yucatán,México,1,13/03/2025
811,Ana,De la Cruz,ana.delacruz811@ventas.net,7224389308,Metepec,Estado de México,México,1,10/04/2021
