40,0,ÓSCAR,PéREZ,,MONTERREY,NUEVO LEóN,MéXICO,7223392183,19/04/2025
9,0,MÓNICA,MUñOZ,,TOLUCA,ESTADO DE MéXICO,MéXICO,7222037657,12/10/2022
33,0,LUCíA,SáNCHEZ,,TIJUANA,BAJA CALIFORNIA,MéXICO,7221634802,09/09/2024
4,0,VALERIA,GARCíA,,GUADALAJARA,JALISCO,MéXICO,7225149877,30/07/2025
18,0,ZOë,NúñEZ,,METEPEC,ESTADO DE MéXICO,MéXICO,7221024232,09/08/2025
6,0,LAURA,PéREZ,,METEPEC,ESTADO DE MéXICO,MéXICO,7222403093,28/08/2021
28,0,IñAKI,DÍAZ,,QUERéTARO,QUERéTARO,MéXICO,7225728555,28/10/2025
43,0,IñAKI,DÍAZ,,METEPEC,ESTADO DE MéXICO,MéXICO,7228366113,28/01/2026
34,0,MÓNICA,DE LA CRUZ,,CDMX,CIUDAD DE MéXICO,MéXICO,7226410771,11/07/2025
3,0,ÓSCAR,VARGAS,,MONTERREY,NUEVO LEóN,MéXICO,7225389452,28/05/2025
15,0,IñAKI,MARTíNEZ,,TIJUANA,BAJA CALIFORNIA,MéXICO,7224777652,29/10/2021
39,0,FERNANDO,MUñOZ,,PUEBLA,PUEBLA,MéXICO,7223054449,23/12/2024
